0.001958,176,77
0.0018585,119,118
0.00170975,197,177
0.0016275,137,64
0.0026635,108,18
0.00172025,136,64
0.00162925,263,122
0.00186025,335,168
0.00177625,118,50
0.00162225,121,62
0.0018025,108,88
0.00175175,115,42
0.00171675,156,71
0.00165375,144,91
0.0018025,123,46
0.001848,124,17
0.00168,156,60
0.00167825,140,52
0.00180075,216,194
0.00168875,185,89
0.0021875,102,20
0.00178675,197,85
0.00180425,179,130
0.00184975,114,100
0.00181125,194,106
0.00182,134,79
0.00274225,111,27
0.003038,150,127
0.00173775,107,40
0.0019075,114,71
0.0017815,270,86
0.0018375,173,133
0.00181475,189,105
0.00171675,282,121
0.00302575,109,13
0.0032025,105,13
0.00166775,224,87
0.001652,190,78
0.0016695,198,102
0.00175525,168,53
0.00182,158,84
0.00171325,198,81
0.00180425,139,90
0.001799,134,50
0.001792,150,91
0.00465,129,15
0.00163275,308,133
0.0018025,120,53
0.001729,302,136
0.001862,131,97
0.001722,134,54
0.00178675,255,102
0.00166075,412,173
0.002814,106,79
0.0016765,207,96
0.00179025,166,27
0.0016555,126,50
0.00167475,207,93
0.002576,104,15
0.00481,207,29
0.00178675,143,78
0.001792,154,59
0.00179025,131,62
0.00182175,124,96
0.00185325,149,112
0.00699,103,87
0.00627,101,114
0.00169225,130,54
0.00166425,240,106
0.00167125,163,70
0.00166075,153,56
0.0016695,242,106
0.001855,109,16
0.00233275,135,19
0.00179725,110,64
0.00177975,155,81
0.00179725,264,61
0.0016835,143,66
0.00167475,208,87
0.0016695,162,64
0.0018235,108,75
0.00173775,139,70
0.0017045,138,53
0.001778,125,98
0.0018305,158,73
0.001729,130,57
0.005765,110,14
0.00161875,128,80
0.0022365,105,16
0.001624,250,107
0.001771,174,96
0.001855,106,66
0.00273,105,17
0.00243425,188,138
0.00167475,310,107
0.00166775,225,87
0.001806,131,50
0.00178675,113,68
0.0017255,168,68
0.00166425,233,130
0.001757,260,169
0.0018515,131,70
0.004765,182,21
0.00182875,236,116
0.00168,155,69
0.001834,113,24
0.0016765,157,59
0.00235375,107,56
0.00300475,111,19
0.00166425,128,53
0.0017465,192,77
0.00176225,157,94
0.001757,150,63
0.001687,116,54
0.00177625,171,68
0.00176225,145,56
0.00599,101,20
0.00181125,204,94
0.001827,105,25
0.001666,148,103
0.0016695,154,62
0.00180075,185,117
0.001827,179,85
0.001771,167,65
0.00178325,247,89
0.0018165,166,86
0.00176575,292,132
0.00181825,126,74
0.00179725,134,81
0.00187075,104,16
0.00176925,322,160
0.00175,148,71
0.0017885,242,85
0.002926,152,64
0.00178325,153,80
0.0018235,170,134
0.00165025,180,72
0.00495,174,27
0.00162925,188,66
0.00235025,102,24
0.0017045,255,109
0.00197575,107,17
0.00161875,162,80
0.00180075,124,50
0.001673,207,67
0.00182175,124,48
0.00163975,166,64
0.0022645,108,51
0.0018235,126,53
0.001694,329,137
0.0019215,144,46
0.00229425,106,13
0.00163625,239,88
0.001736,143,46
0.001659,288,91
0.001743,163,74
0.00171325,109,41
0.0016415,111,41
0.00233275,103,17
0.00183225,145,59
0.0030485,103,20
0.001799,141,54
0.00163625,348,136
0.00165725,214,75
0.00168175,172,55
0.00167825,214,87
