0.00126,348,198
0.00129125,107,65
0.0015275,115,20
0.00156125,114,15
0.00127875,121,66
0.00483,145,24
0.001535,166,87
0.00127125,196,79
0.00213375,107,23
0.00133125,240,180
0.00129125,155,95
0.00133625,230,118
0.00137125,113,17
0.00174,108,43
0.001285,211,126
0.00126875,133,63
0.0011875,148,61
0.00125625,151,65
0.00129125,380,194
0.00133875,135,123
0.00116875,198,102
0.001285,116,97
0.001385,144,135
0.00127375,162,84
0.001165,188,149
0.001265,147,88
0.00125875,121,59
0.00126625,197,98
0.0017925,104,16
0.0018225,108,16
0.00119625,173,72
0.00129875,154,100
0.001275,138,80
0.00121875,233,107
0.00127125,134,49
0.00120125,149,57
0.0012125,143,94
0.0012675,186,109
0.00131875,256,92
0.00128375,135,67
0.00127,287,139
0.0014525,128,119
0.0019425,104,17
0.009,101,90
0.00127125,208,96
0.0012925,131,102
0.0012975,124,96
0.005095,116,19
0.00173,103,15
0.001265,130,47
0.00209875,338,123
0.00128375,130,98
0.0018175,109,18
0.001255,160,53
0.00127375,140,85
0.001275,121,45
0.00126625,137,54
0.00128625,119,65
0.0012675,145,59
0.00127,140,67
0.00126375,122,72
0.00126875,119,51
0.0012675,142,69
0.00184625,111,20
0.00128375,126,47
0.001255,322,164
0.00131875,200,110
0.0012825,140,57
0.00126,164,62
0.00124625,214,88
0.00128125,190,96
0.00128375,150,38
0.005325,101,16
0.00128125,155,75
0.00127375,116,68
0.0012575,150,60
0.00123875,188,72
0.001265,267,90
0.001285,137,73
0.00126625,166,81
0.0018475,109,64
0.00126625,298,110
0.0017425,107,27
0.00135,196,122
0.00169375,104,54
0.00117875,160,69
0.00128875,132,75
0.0012625,122,44
0.0012475,257,91
0.00124625,237,88
0.00220875,104,16
0.00178875,112,14
0.00140375,102,13
0.00131375,120,77
0.00128,121,47
0.00126125,175,64
0.00182875,135,16
0.00127625,141,73
0.00125875,128,58
0.00137375,115,69
0.00125,214,124
0.00125875,123,63
0.00125125,132,61
0.0012525,135,29
0.00125875,133,76
0.00125375,241,79
0.001905,102,13
0.0012575,137,52
0.00123375,204,75
0.0020075,113,14
0.00125625,206,65
0.00125,145,46
0.00125,218,77
0.00126625,168,64
0.00123875,116,56
0.001275,174,106
0.00125125,170,62
0.00127,139,73
0.00127875,139,71
0.00128125,131,76
0.0012775,136,92
0.001285,131,103
0.00126625,108,43
0.00191,105,19
0.00126,141,51
0.00125,221,76
0.00124625,247,94
0.00138125,109,15
0.00126,123,75
0.001255,272,102
0.00126,136,70
0.00129,154,97
0.00163125,174,85
0.0012625,287,86
0.00126125,191,65
0.00125625,236,76
0.00128625,153,96
0.0012625,203,78
0.00125875,248,91
0.00125125,127,52
0.00126125,139,59
0.00124125,263,98
0.0012675,146,52
0.0012725,140,51
0.00206125,108,18
0.0012575,158,54
0.0012525,135,53
0.0012625,289,158
0.00127,179,41
0.00125875,211,64
0.00125125,350,130
0.001245,129,41
0.00125375,245,136
0.00124875,256,95
0.00125625,258,71
0.00124875,137,72
0.001265,166,79
0.00126875,175,105
0.002115,123,80
0.001255,301,107
